StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,UserExp_AF,Request_AF,UserExp_PP,Request_PP,UserExp_AM,Request_AM,UserExp_AL,Request_AL,State,Law_Awareness,AttEnact_Disc,EnactExplain_Disc,ChangesExplain_Disc,AttEnact_Exp,EnactExplain_Exp,ChangesExplain_Exp,AttEnact_Req,EnactExplain_Req,ChangesExplain_Req,Age,Gender,Gender_5_TEXT,Ethnicity,Race,Race_6_TEXT,Education,Education_4_TEXT,PROLIFIC_PID,STUDY_ID,SESSION_ID,AppCategory,AppName,AppDescr
2025-04-21 17:59:38,2025-04-21 18:07:13,IP Address,100,454,TRUE,2025-04-21 18:07:13,R_7ExN8arJWXI7Imo,anonymous,EN,I consent to participate in this study,Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Illinois,,Strongly Agree,I should be able to allow the company and data collectors only information that is relevant to my immediate use of the app. Such as specific purchases without regard for future preferences. These are choices I am very aware of and don't need reminding of.,To stop mining and selling date and making it clear to the user that they can opt out of data collection or that it is illegal to do so.,Strongly Agree,"I expect to be able to use the app to purchase things for my immediate need and that any future purchases be left to my own knowledge and willingness to buy it without prompt. If I don't think of it, I probably don't need it that bad.",They will need to give an option before installing the app to swear to not use your information beyond this immediate usage.,Strongly Agree,"Yes, as I have mentioned before. Limit the data collection to the immediate task or service I'm requesting to be completed and my history to be deleted immediately.",I'm not a software engineer but I would expect them to have limited flow of information or limited amounts of data collected by the app and saved in any sort of history database.,60-74,Man,,No,Asian,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,6528037f85230503e406a076,6806e80aa09de22ad716aebf,6806e9f61891e77bbc9e407c,shopping,Walmart,"for a nationwide superstore chain. This app allows you to shop for everything on your shopping list, including fresh groceries, household essentials, the latest tech, and more. It offers pickup, delivery, and shipping options so you can get orders exactly when they want them, whether shopping in-store or on the go."
2025-04-21 17:58:15,2025-04-21 18:07:27,IP Address,100,551,TRUE,2025-04-21 18:07:27,R_6EPSpU7eSxY2lbl,anonymous,EN,I consent to participate in this study,Not sure,"Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Ohio,,Strongly Agree,I think the customer should always know what there data is being used for and have the right to accept or deny that. ,"They would have to make it very clear on every app, that you accept to the regulation. ",Strongly Agree,"Customers personal data is very important to many people, and this explanation of what they can not do would have a positive result.",I think the app developers would have to be even more clear with accepting or declining how anyone's data is used. ,Agree,"I believe that the product being offered, even if it's similar to what the product being searched, should have some regulation.",The app developers would have to have a more easily readable prompt to agree with.,25-34,Man,,No,White,,Some college but no degree,,66b3dc1490445aa410abd41e,6806e80aa09de22ad716aebf,6806e9a275640ac8bd3fbed6,shopping,Walmart,"for a nationwide superstore chain. This app allows you to shop for everything on your shopping list, including fresh groceries, household essentials, the latest tech, and more. It offers pickup, delivery, and shipping options so you can get orders exactly when they want them, whether shopping in-store or on the go."
2025-04-21 18:00:43,2025-04-21 18:07:48,IP Address,100,424,TRUE,2025-04-21 18:07:48,R_61WXoalUQrti6Uv,anonymous,EN,I consent to participate in this study,Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Probably yes,Messaging a company representative directly is a request for data to be collected for this purpose.,Not sure,"Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Not sure,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Colorado,,Strongly Agree,Consumers should be aware of what their data is being used for and why.,App developers will have to be more transparent.,Agree,I think it's better for consumers to have less of their data out there.,I think a lot of them will have to stop selling data to third parties. ,Strongly Agree,"Obviously, apps will likely need to collect some amount of data, especially when you sign into an account. However, there are a lot of things that the average app does not need to access at all, such as gender, age, and other identifying information.",I think app developers will need to ask less information from their consumers up front.,25-34,Woman,,No,White,,Some college but no degree,,5bd7cde93dac81000124bb7b,6806e80aa09de22ad716aebf,6806ea2ef6b8a815f39d1b16,shopping,Walmart,"for a nationwide superstore chain. This app allows you to shop for everything on your shopping list, including fresh groceries, household essentials, the latest tech, and more. It offers pickup, delivery, and shipping options so you can get orders exactly when they want them, whether shopping in-store or on the go."
2025-04-21 18:01:09,2025-04-21 18:08:26,IP Address,100,437,TRUE,2025-04-21 18:08:27,R_6KxwTvRzHljDVMM,anonymous,EN,I consent to participate in this study,Probably yes,"Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Probably yes,"Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,Installing the app is a request for data to be collected for this purpose.,Illinois,,Agree,as long as they disclose that they are collecting personal data and what it will be used for,i dont know,Disagree,you have to be more specific or companies will find loopholes to exploit,i dont know,Agree,it was requested so it's expected by the consumer,n/a,45-59,Woman,,No,White,,Bachelor's degree,,677efcfde2638f8dfcc1741b,6806e80aa09de22ad716aebf,6806ea4632d605a165f7580e,shopping,Walmart,"for a nationwide superstore chain. This app allows you to shop for everything on your shopping list, including fresh groceries, household essentials, the latest tech, and more. It offers pickup, delivery, and shipping options so you can get orders exactly when they want them, whether shopping in-store or on the go."
2025-04-21 18:02:31,2025-04-21 18:08:31,IP Address,100,360,TRUE,2025-04-21 18:08:32,R_5pW4gWegBlF69Dh,anonymous,EN,I consent to participate in this study,Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably not,"Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely not,"Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Not sure,"Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Georgia,,Strongly Agree,Consumers have a right to know what is being collected and why.,they'll need to create plain language disclosures,Strongly Agree,"Companies do not need tons of date to operate a functioning app, they gather info to make themselves more money and sell info","Allow consumers to opt out, and change how much info is collected",Strongly Agree,Companies should not invade privacy,Eliminate some of the data collection they've aleady enacted,60-74,Woman,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,64836981f87b85ab4b89dcf1,6806e80aa09de22ad716aebf,6806ea9c41341155471aeb1d,shopping,Walmart,"for a nationwide superstore chain. This app allows you to shop for everything on your shopping list, including fresh groceries, household essentials, the latest tech, and more. It offers pickup, delivery, and shipping options so you can get orders exactly when they want them, whether shopping in-store or on the go."
2025-04-21 18:03:07,2025-04-21 18:08:44,IP Address,100,336,TRUE,2025-04-21 18:08:44,R_7TzWBrylJPVw98D,anonymous,EN,I consent to participate in this study,Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Not sure,Installing the app is a request for data to be collected for this purpose.,Probably yes,"Installing the app is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Alabama,,Neutral,.,Not sure.,Agree,.,Not sure,Neutral,I'm good with whatever they do.,Not sure.,35-44,Woman,,No,White,,"High school degree or equivalent (e.g., GED)",,67226a0e299bf61d2c6530c4,6806e80aa09de22ad716aebf,6806eac2cdd132153fd732d0,shopping,Walmart,"for a nationwide superstore chain. This app allows you to shop for everything on your shopping list, including fresh groceries, household essentials, the latest tech, and more. It offers pickup, delivery, and shipping options so you can get orders exactly when they want them, whether shopping in-store or on the go."
2025-04-21 18:00:02,2025-04-21 18:08:49,IP Address,100,526,TRUE,2025-04-21 18:08:49,R_32Eu9OPkBtcc5I4,anonymous,EN,I consent to participate in this study,Probably yes,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",south carolina,"Alaska,Arizona,Florida,Tennessee,Texas",Agree,If it is disclosed to the consumer and the consumer has the option to opt out it is ok,the option to opt out has to be in place,Disagree,This leaves room for interpretation which is dangerous for the user,"first you have to determine what ""reasonably expect"" means.  this statement needs to be defined so that developers can comply with it",Neutral,If the user agrees to this then this is ok,they need to create a prompt explaining this to the user and then giving them the option to agree or disagree,45-59,Woman,,No,White,,Some college but no degree,,67a391d2ec188c0684a9c2a5,6806e80aa09de22ad716aebf,6806ea0a98219a02e0da1600,shopping,Walmart,"for a nationwide superstore chain. This app allows you to shop for everything on your shopping list, including fresh groceries, household essentials, the latest tech, and more. It offers pickup, delivery, and shipping options so you can get orders exactly when they want them, whether shopping in-store or on the go."
2025-04-21 17:58:10,2025-04-21 18:09:07,IP Address,100,656,TRUE,2025-04-21 18:09:07,R_6c87tl6Ny4Bo7Sk,anonymous,EN,I consent to participate in this study,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Probably yes,"Installing the app is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",wisconsin,"California,Massachusetts,Michigan,New Jersey,New York,Utah,Virginia,Wisconsin",Neutral,im neutral,no changes,Strongly Disagree,it should let companies see what the consumers like,stricker limits on what they can do with the app,Disagree,so that companies can help the comsumer more,no changes,35-44,Man,,No,White,,Some college but no degree,,676d3cd4b42692059da2aed5,6806e80aa09de22ad716aebf,6806e99860fb53ad5d3af32a,shopping,Walmart,"for a nationwide superstore chain. This app allows you to shop for everything on your shopping list, including fresh groceries, household essentials, the latest tech, and more. It offers pickup, delivery, and shipping options so you can get orders exactly when they want them, whether shopping in-store or on the go."
2025-04-21 18:00:29,2025-04-21 18:09:42,IP Address,100,552,TRUE,2025-04-21 18:09:42,R_7pu60PLqceBLEJO,anonymous,EN,I consent to participate in this study,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Probably yes,"Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Tennessee,,Agree,"I think as long as it is disclosed to the customer, data collection is just fine, and in a lot of cases, necessary for app functionality.",Terms and conditions would need to be easier to understand and easier to read.,Neutral,I don't think this regulation is specific enough to be enforceable.,Likely no changes needed,Agree,"I think this sounds good in theory, but is too broad to enforce.",I'm not sure. The regulation might be broad enough that no changes are needed.,25-34,Woman,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,6792c956f76b9027f9768491,6806e80aa09de22ad716aebf,6806ea235d64e01e6a89e63a,shopping,Walmart,"for a nationwide superstore chain. This app allows you to shop for everything on your shopping list, including fresh groceries, household essentials, the latest tech, and more. It offers pickup, delivery, and shipping options so you can get orders exactly when they want them, whether shopping in-store or on the go."
2025-04-21 18:05:45,2025-04-21 18:09:56,IP Address,100,251,TRUE,2025-04-21 18:09:57,R_7EAwFfscboylP4T,anonymous,EN,I consent to participate in this study,Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.",Definitely yes,"Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Not sure,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Not sure,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",New Jersey,New Jersey,Strongly Agree,This seems to fall in line with customer transparency and would help give peace of mind.,none,Neutral,I'm not quite sure i understand the question but i believe limiting privacy usage would be helpful and transparent. ,none,Agree,I think this would help improve or put customers minds at ease in terms of privacy.,none,25-34,Man,,No,"White,Black or African American",,Bachelor's degree,,63ea4d3b920d683ac61a1ea0,6806e80aa09de22ad716aebf,6806eb2b8a43a76efcb99f19,shopping,Walmart,"for a nationwide superstore chain. This app allows you to shop for everything on your shopping list, including fresh groceries, household essentials, the latest tech, and more. It offers pickup, delivery, and shipping options so you can get orders exactly when they want them, whether shopping in-store or on the go."
2025-04-21 18:00:13,2025-04-21 18:09:58,IP Address,100,584,TRUE,2025-04-21 18:09:59,R_7agbPzWJZRSS3MP,anonymous,EN,I consent to participate in this study,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Washington,"California,Delaware,Florida,Georgia,Louisiana,Maryland,Minnesota,New York,Texas",Agree,"Limiting data collection to only what's necessary protects individual privacy, reduces the risk of breaches, and holds organizations accountable for ethical data use. In an age of constant digital surveillance, this kind of regulation isn’t just smart, it’s essential.","App developers would need to collect only essential data, reduce app permissions, revise privacy policies, limit data storage, and give users more control over their information.",Agree,"It ensures user privacy, promotes transparency, and encourages responsible data practices.","App developers will need to collect only necessary data, reduce app permissions, simplify privacy policies, and give users more control over their information.",Agree," It protects user privacy, reduces security risks, and promotes responsible data use.","Developers will need to limit data collection, reduce permissions, update privacy policies, and ensure users have control over their data.",45-59,Woman,,No,White,,Bachelor's degree,,67e1907399e8360c4643d698,6806e80aa09de22ad716aebf,6806ea101c94c909b3c79a51,shopping,Walmart,"for a nationwide superstore chain. This app allows you to shop for everything on your shopping list, including fresh groceries, household essentials, the latest tech, and more. It offers pickup, delivery, and shipping options so you can get orders exactly when they want them, whether shopping in-store or on the go."
2025-04-21 18:00:37,2025-04-21 18:10:20,IP Address,100,583,TRUE,2025-04-21 18:10:21,R_3cxhxiWlb8YVYL7,anonymous,EN,I consent to participate in this study,Probably yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Not sure,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Not sure,"Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",VA,,Strongly Agree,Hundred percent so that people dont become billionaires based on others data,Im not sure,Strongly Agree,So that you are in full control of your data,I am honestly not sure,Strongly Agree,I believe it is ethical to follow the customers request,N/A,25-34,Woman,,No,Asian,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,663140c398e19ff9b77d4663,6806e80aa09de22ad716aebf,6806ea23f3cb5bbdb8f18f4b,shopping,Walmart,"for a nationwide superstore chain. This app allows you to shop for everything on your shopping list, including fresh groceries, household essentials, the latest tech, and more. It offers pickup, delivery, and shipping options so you can get orders exactly when they want them, whether shopping in-store or on the go."
