Duration (in seconds),RecordedDate,App-Func,Product-Pers,Adv-Marketing,Analytics,Att-Enact,Att-Enact-Explain,Changes-Explain,State,Law-Awareness,Age,Gender,Gender_5_TEXT,Ethnicity,Race,Race_6_TEXT,Education,Education_4_TEXT,PROLIFIC_PID,STUDY_ID,SESSION_ID,Condition,Law,AppCategory,AppName
681,4/18/25 9:31,"User ID,Email Address","Purchase History,In-App Search History","Purchase History,In-App Search History,Information about how the user Interacts with the App","Purchase History,In-App Search History,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Strongly Agree,Privacy is very important,Stop getting personal information and tracking web searches,California,,60-74,Woman,,Yes,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,6653e566a1dd567008582c28,67fecb3ede31a76593440504,68027b9d2d6fc2c5d5f30967,Substantive,to provide or maintain a specific product or service requested by the consumer.,shopping,Walmart
958,4/18/25 9:31,"Information about how the user Interacts with the App,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Name,Email Address,Gameplay Content,Information about how the user Interacts with the App,Information about how the App is Performing","Email Address,Information about the Advertisements the user has seen","User ID,Email Address",Agree,Most companies tend to collect more personal data than what is reasonably necessary and proportionate. Supporting data minimization regulation will help protect the consumer.,No changes,Georgia,"Oklahoma,South Carolina,Vermont,Washington",35-44,Man,,No,Black or African American,,Bachelor's degree,,67f0e1df1d5c0546fe98b48e,67fecb3ede31a76593440504,68027a4f8403d30306714979,Procedural,to a purpose they disclose to the consumer.,game,Roblox
430,4/18/25 9:31,"User ID,Name,Physical Address,Phone Number,Coarse Location,Payment Info,Health","User ID,Name,Email Address,Physical Address,Customer Support","User ID,Email Address,Physical Address,Phone Number,Purchase History,Information about how the user Interacts with the App","User ID,Name,Email Address,Physical Address,Phone Number,Coarse Location,Contacts,Payment Info,Emails or Text Messages,Information about the Advertisements the user has seen",Strongly Agree,there are intentianal reasons for each advert,no,south carolina,South Carolina,35-44,Woman,,No,White,,Bachelor's degree,,6781c959e88e8c471dad41cc,67fecb3ede31a76593440504,68027c78599face2dd5e1f89,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
462,4/18/25 9:31,"Name,Email Address,Physical Address,Credit Score,Purchase History,Web Browsing History,Information about the Advertisements the user has seen,Crash Data,Health","User ID,Precise Location,Web Browsing History,Emails or Text Messages,Crash Data,Health,Fitness","User ID,Physical Address,Precise Location,Credit Score,Gameplay Content,Customer Support,Information about how the App is Performing,Health,Sensitive Demographic and Biometric Information","User ID,Information that uniquely Identifies your Device,Name,Coarse Location,Precise Location,Payment Info,Credit Score,Purchase History,Audio Data,Emails or Text Messages,Crash Data,Health,Fitness,Sensitive Demographic and Biometric Information",Strongly Disagree,"The regulation aligns with ethical data practices, protecting user privacy while still allowing developers to improve apps. My previous response explicitly differentiated between necessary (e.g., crash logs) and excessive ","Audit Data Collection Practices, Implement Anonymization, Revise Privacy Policies, User Controls, Technical Adjustments",new York,"California,Colorado,Connecticut,Virginia",25-34,Non-binary person,,,White,,Bachelor's degree,,67d34a0adaf54e3354cf2b1c,67fecb3ede31a76593440504,68027c90c837495d31a22251,California,to a purpose that consumers would reasonably expect.,game,Roblox
565,4/18/25 9:31,"Gameplay Content,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","User ID,Name,Coarse Location,Purchase History,In-App Search History,Gameplay Content,Information about how the user Interacts with the App,Information about how the App is Performing","Coarse Location,Information about the Advertisements the user has seen","Gameplay Content,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing",Agree,"I believe data collection should be more regulated, but any regulation needs specific and precise language in order to hold the app developers accountable.","If more specific regulations are put into place, app developers will most likely have to limit the data they sell to third parties.",Massachusetts,California,25-34,Woman,,No,White,,"High school degree or equivalent (e.g., GED)",,668512ccce74ea87cbdd72de,67fecb3ede31a76593440504,68027c2fdf15e12eed7142ae,California,to a purpose that consumers would reasonably expect.,game,Roblox
712,4/18/25 9:31,"Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","Information that uniquely Identifies your Device,Audio Data,Gameplay Content,Information about how the user Interacts with the App","Information that uniquely Identifies your Device,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","Audio Data,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing",Agree,I believe that is the best thing to do.,Yes if anything changes they will have to comply with the regulation ,Texas,"Oregon,Rhode Island,Tennessee,Texas,Utah",60-74,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67b63c6b276d7a85c4a28ac7,67fecb3ede31a76593440504,68027b98ddf7e24abec8ae4d,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
902,4/18/25 9:32,"User ID,Name,Email Address,Phone Number","Purchase History,Emails or Text Messages,Information about how the App is Performing","Email Address,Purchase History,Photos or Videos,Emails or Text Messages,Information about the Advertisements the user has seen","Payment Info,Purchase History,In-App Search History,Web Browsing History,Information about how the App is Performing",Agree,"Data minimization is a crucial principle in data protection.  It ensures that only necessary personal data is collected, processed, and stored, reducing the risk of data breaches and misuse.  This aligns with ethical data handling and respects user privacy.  Companies should only collect data that is directly relevant to their stated purpose and proportionate to that purpose.  Excessive data collection is unnecessary and potentially harmful.
"," 1; Data Inventory: Conduct a thorough review of all data collected by the app, identifying what is essential and what is not.
2.  Purpose Limitation: Clearly define the purpose for collecting each data point and ensure it is directly related to the app's functionality.
3.  Data Minimization Implementation: Remove unnecessary data collection points from the app's design and functionality.  This might involve removing optional features that require excessive data collection.
4.  Transparency and User Control: Provide users with clear and concise information about what data is collected, why it is collected, and how it is used.  Give users granular control over their data, allowing them to choose what data is shared and to delete their data at any time.
",Virginia,"Colorado,Connecticut,Maryland,Utah,Virginia",60-74,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67d09aaed0603b8986ebef0c,67fecb3ede31a76593440504,68027a82629922ea4f6b360c,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
543,4/18/25 9:32,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Customer Support,Emails or Text Messages,Crash Data","User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Coarse Location,Customer Support,Emails or Text Messages,Crash Data,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Coarse Location,Payment Info,Customer Support,Emails or Text Messages,Information about the Advertisements the user has seen,Crash Data","User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Coarse Location,Payment Info,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Strongly Agree,Companies do not need to know everything about a person,stop taking SO MUCH IMFORMATION,south Carolina,,60-74,Man,,No,Black or African American,,"High school degree or equivalent (e.g., GED)",,668c12546ad7e715b79432bd,67fecb3ede31a76593440504,68027c640c566e665da32aac,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
903,4/18/25 9:32,"User ID,Information that uniquely Identifies your Device,Email Address,Precise Location,Payment Info,Credit Score,Purchase History,In-App Search History,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","Information that uniquely Identifies your Device,Contacts,Payment Info,Purchase History,In-App Search History,Customer Support,Information about the Advertisements the user has seen,Information about how the App is Performing","Information that uniquely Identifies your Device,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","Name,Email Address,Contacts,Payment Info,Purchase History,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing",Agree,i believe the data minimization regulation described above should be enacted to enable customer safety and trust.,the app developers have to review the app and make changes on too personal quetions,New York,,35-44,Woman,,No,White,,Other,masters degree,67da73fbdcd403168e1cde51,67fecb3ede31a76593440504,68027ad348cae7b50fa188c1,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
828,4/18/25 9:32,"Information that uniquely Identifies your Device,Coarse Location,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing","Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","Coarse Location,Purchase History,Web Browsing History,Gameplay Content,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","Coarse Location,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing",Strongly Agree,All citizens have a right to have their personal data protected.,I think everything should be fully disclosed in plain language.,Texas,California,45-59,Man,,Yes,White,,Associates or technical degree,,65de86c4043910f19026eff9,67fecb3ede31a76593440504,68027b4bed09fbef44fe0985,California,to a purpose that consumers would reasonably expect.,finance,Venmo
1005,4/18/25 9:32,"User ID,Information that uniquely Identifies your Device,Gameplay Content,Information about how the user Interacts with the App,Sensitive Demographic and Biometric Information","Coarse Location,Payment Info,Purchase History,Audio Data,Gameplay Content,Customer Support,Crash Data","User ID,Name,Precise Location,Credit Score,Customer Support,Information about the Advertisements the user has seen","Precise Location,Web Browsing History,Photos or Videos,Audio Data,Customer Support,Information about how the App is Performing",Agree,Because sometimes they collect information that are not necessary,Limit number of personal information asked,Virginia,"California,Kentucky,Maryland,Minnesota,Montana,Vermont",35-44,Woman,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67ebf328b4a05599caf7ba24,67fecb3ede31a76593440504,68027aa5f778c0d804d567c7,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
408,4/18/25 9:32,"User ID,Information that uniquely Identifies your Device,Payment Info,Purchase History,In-App Search History,Customer Support","Name,Phone Number,Payment Info",,"Name,Email Address,Phone Number,Payment Info,Credit Score,Purchase History,In-App Search History,Customer Support,Emails or Text Messages,Information about how the App is Performing",Agree,businesses should minimize the amount of data needed to collect because sometimes they collect data that isn't necessary to be in the consumers best intrestes and it may raise privacy concerns,less location and demographic related data collection i hope because often times most apps shouldn't relistically need your location at least not precise location,connecticut,,18-24,Man,,No,"White,Black or African American,Native American or Alaska Native",,Some college but no degree,,65958c11eace7483b2a729eb,67fecb3ede31a76593440504,68027d025eb32038f117cbf3,California,to a purpose that consumers would reasonably expect.,finance,Venmo
531,4/18/25 9:32,"Information that uniquely Identifies your Device,Photos or Videos,Customer Support","Information that uniquely Identifies your Device,Photos or Videos,Gameplay Content,Customer Support","Information that uniquely Identifies your Device,Photos or Videos,Gameplay Content,Customer Support","Information that uniquely Identifies your Device,Photos or Videos,Gameplay Content,Customer Support",Strongly Agree,I believe personal data should only be used under the consent of the particular person or holder.,This would increase the finances used in maintaining data integrity.,California,California,60-74,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,6781a42f17ed143a5e6b3665,67fecb3ede31a76593440504,68027c846290e99d18d6e1ca,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
1220,4/18/25 9:32,"Information that uniquely Identifies your Device,Coarse Location,Purchase History,In-App Search History,Web Browsing History,Customer Support,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing","Physical Address,Coarse Location,Precise Location,Payment Info,Credit Score,Purchase History,In-App Search History,Web Browsing History,Audio Data,Gameplay Content,Information about how the user Interacts with the App,Health,Fitness","Coarse Location,Purchase History,In-App Search History,Web Browsing History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Name,Email Address,Coarse Location,Payment Info,Purchase History,In-App Search History,Web Browsing History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen",Strongly Agree,"I think it should be enacted because I think that users have a right to some privacy when using any app or utilizing the internet. Very similar to having privacy when being in one's home, I think we all should be able to choose how private we can be on electronic devices and when using the software on these devices.",I think they should provide users the ability to tailor or be able to choose how much data to share.,Illinois,"Massachusetts,Washington",45-59,Man,,Yes,"White,Native American or Alaska Native,Other",Latino,Bachelor's degree,,653581671571d347299832d7,67fecb3ede31a76593440504,680279d9d3b77e53a6e8ab83,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
344,4/18/25 9:32,"User ID,Payment Info,Gameplay Content,Customer Support,Crash Data,Information about how the App is Performing","Payment Info,Purchase History,Gameplay Content,Information about how the App is Performing","Purchase History,Gameplay Content,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","User ID,Payment Info,Gameplay Content,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Strongly Agree,I cannot stand the amount of data apps and webpages collect. Especially considering that it has nothing to do with the function of the apps or websites and is purely information they intend to sell to others for money. It is fucking bullshit,"Hopefully a complete overall of their operating system. This has been going on for too long and I can only pray this happens across the board for apps, websites and the internet as a whole.",California,California,35-44,Non-binary person,,Yes,Other,Mexican,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,6720378a683a5d8a933493fb,67fecb3ede31a76593440504,68027d305514bbfeb5c820d0,California,to a purpose that consumers would reasonably expect.,game,Roblox
317,4/18/25 9:32,"Information that uniquely Identifies your Device,Customer Support,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing","Information that uniquely Identifies your Device,In-App Search History,Web Browsing History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","Information that uniquely Identifies your Device,Precise Location,Purchase History,In-App Search History,Web Browsing History,Information about the Advertisements the user has seen","Information that uniquely Identifies your Device,Customer Support,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Agree,Feels like the amount of data companies collect is too large and there needs to be limitations to how much and how often that data is collected. ,Changing a blanket data gathering setup to a more focused one. ,California,"California,Connecticut,Delaware,Maine,Maryland,Massachusetts,New York,Vermont,Virginia,Washington",35-44,Man,,Yes,Other,Mexican American,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67169dec3bb81e6f0044778f,67fecb3ede31a76593440504,68027d6e83fe6758a2c4867f,Substantive,to provide or maintain a specific product or service requested by the consumer.,shopping,Walmart
787,4/18/25 9:33,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Physical Address,Phone Number,Coarse Location,Precise Location,In-App Search History,Web Browsing History,Photos or Videos,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing,Sensitive Demographic and Biometric Information","User ID,Information that uniquely Identifies your Device,Name,Email Address,Physical Address,Phone Number,Coarse Location,Precise Location,In-App Search History,Web Browsing History,Photos or Videos,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Physical Address,Phone Number,Precise Location,In-App Search History,Web Browsing History,Photos or Videos,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing,Sensitive Demographic and Biometric Information","User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Coarse Location,Precise Location,In-App Search History,Web Browsing History,Photos or Videos,Audio Data,Customer Support,Emails or Text Messages,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing,Sensitive Demographic and Biometric Information",Agree,To prevent violation of data protection act where users data should be kept secret and not accessed by third parties for malicious intentions.,They should ensure there is encryption of data between app developers and end users.,New York,"California,Maryland,New York,Washington",25-34,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67e830ca30341c682400cbff,67fecb3ede31a76593440504,68027b9930afae2d04c255b6,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
306,4/18/25 9:33,"Physical Address,Phone Number,Coarse Location,Precise Location,Payment Info,Purchase History","Email Address,Physical Address,Phone Number,Coarse Location,Precise Location,Payment Info,Purchase History","Email Address,Phone Number,Information about how the user Interacts with the App,Sensitive Demographic and Biometric Information","Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Agree,There should be privacy and to prevent unnecessary marketing.,No collection of unnecessary data ,NJ,,60-74,Woman,,No,Asian,,Bachelor's degree,,659daa1ed4e13d6428103c1f,67fecb3ede31a76593440504,68027d7d918a533b75fe08f2,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
256,4/18/25 9:33,"Purchase History,Customer Support","Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","Email Address,Purchase History,Customer Support","User ID,Email Address,Purchase History",Agree,Apps in general should not be able to collect whatever they want. ,"Not sure, but I would expect it is not a lot of technical changes. ",CA,California,18-24,Man,,No,"White,Asian",,Bachelor's degree,,6110cb9fd3ba23cecacc8fc4,67fecb3ede31a76593440504,68027c684ac87e497e656101,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
498,4/18/25 9:33,"Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing","Coarse Location,Purchase History,In-App Search History,Web Browsing History,Information about the Advertisements the user has seen","Coarse Location,Purchase History,In-App Search History,Web Browsing History,Information about the Advertisements the user has seen","Information that uniquely Identifies your Device,Coarse Location,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Agree,"I believe some data collection is necessary for performance, but I believe it should be limited to protect the consumer.",na,Tennessee,Tennessee,45-59,Woman,,No,White,,Some college but no degree,,67e5447d21c4278e6ee80d0d,67fecb3ede31a76593440504,68027ce493412967f20ec69e,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
251,4/18/25 9:33,"User ID,In-App Search History,Information about how the user Interacts with the App","User ID,In-App Search History,Information about how the user Interacts with the App,Information about how the App is Performing","User ID,Information about the Advertisements the user has seen","User ID,In-App Search History,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen",Neutral,"I would like that assurance but I do NOT like government getting involved in anything, I dislike and distrust government more than tech companies which I also distrust but sort of like.",Database relationship changes and functionality modifications to the core code,Tennessee,,45-59,Man,,No,White,,Some college but no degree,,67c111bb12926008b56bc878,67fecb3ede31a76593440504,68027de500d8d1c2e470d692,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
215,4/18/25 9:33,"User ID,Information that uniquely Identifies your Device,Coarse Location,Payment Info,Purchase History,Web Browsing History","User ID,Coarse Location,Payment Info,Purchase History,In-App Search History,Emails or Text Messages,Health",,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Crash Data,Information about how the App is Performing",Agree,Data leakage causes privacy violations.,Coarsen captured data,NY,,60-74,Man,,No,White,,Bachelor's degree,,583ec287ad2f4300014b355a,67fecb3ede31a76593440504,68027e0bb0dd9238f59fa4a8,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
1160,4/18/25 9:33,"User ID,Crash Data","User ID,Purchase History,In-App Search History,Gameplay Content,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","User ID,Coarse Location,Purchase History,In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","User ID,In-App Search History,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Strongly Agree,this is to protect data privacy,They should limit how long they store data,Louisiana,"California,Colorado,Connecticut,Virginia",18-24,Man,,No,Black or African American,,Some college but no degree,,67e72c6af224e6f2c2da81e0,67fecb3ede31a76593440504,68027a52e06e2d3e30783e29,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
759,4/18/25 9:34,"Information that uniquely Identifies your Device,Emails or Text Messages,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Sensitive Demographic and Biometric Information","User ID,Information that uniquely Identifies your Device,Coarse Location,Gameplay Content,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Information about how the App is Performing","Information that uniquely Identifies your Device,Email Address,Coarse Location,Gameplay Content,Customer Support,Information about the Advertisements the user has seen,Information about how the App is Performing","User ID,Name,Gameplay Content,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Agree,I agree with this regulation because it protects consumer privacy by ensuring that companies only collect information that is necessary for the service they provide. ,"App developers may need to review their data collection practices and update their systems to only request and store essential information. This might involve redesigning onboarding processes, reducing the use of third-party trackers, or giving users clearer choices about what data they share. Developers will also likely need to make privacy policies more transparent and ensure that any data collected aligns with user expectations.",CA,"California,Connecticut,Maryland,Massachusetts,New York,North Carolina,West Virginia",45-59,Woman,,No,White,,Bachelor's degree,,67e888b194538a4d251d2a9f,67fecb3ede31a76593440504,68027bf81d7f4f2f2164e328,California,to a purpose that consumers would reasonably expect.,game,Roblox
137,4/18/25 9:34,"Name,Physical Address,Customer Support,Emails or Text Messages","Name,Email Address","Name,Physical Address,Phone Number,Coarse Location,Customer Support,Emails or Text Messages","Coarse Location,Customer Support,Emails or Text Messages",Strongly Agree,we should always protect personal data,none,VA,,35-44,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,60fd6618f9a377f54dcdf318,67fecb3ede31a76593440504,68027e6c0d29a6308635474d,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
546,4/18/25 9:34,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,In-App Search History,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","Information that uniquely Identifies your Device,Name,Purchase History,In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","Purchase History,In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","Information that uniquely Identifies your Device,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing",Strongly Agree,I think that companies have too much assess to our data that they don't even need. They are collecting this data to sell when it isn't necessary. I think this makes users unsafe especially when there is a website breach.,I think that they will have to be more transparent in sharing what data they are collecting and how it is being used. Also give users the power to see what is being collected.,Texas,,25-34,Woman,,No,Black or African American,,Bachelor's degree,,5ea1ee658a9acd0eff894ae2,67fecb3ede31a76593440504,68027cd9f4b31c016cec7858,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
308,4/18/25 9:34,"User ID,Email Address","User ID,Purchase History,In-App Search History","User ID,Purchase History",,Agree,i believe companies collect too much data that can find its way into the wrong hands,limit the data collected to what is absolutely necessary,florida,,35-44,Woman,,Yes,White,,Associates or technical degree,,63bd81516745e78ee7f50f7f,67fecb3ede31a76593440504,68027ded2d3185b62e13a16d,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
879,4/18/25 9:34,"User ID,Name,Email Address,Phone Number,Payment Info,Credit Score,Purchase History,In-App Search History,Web Browsing History,Gameplay Content,Customer Support,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","Contacts,Payment Info,Credit Score,Purchase History,Customer Support,Information about how the user Interacts with the App,Information about how the App is Performing","Name,Email Address,Phone Number,Contacts,Payment Info,Credit Score,Purchase History,In-App Search History,Web Browsing History,Customer Support,Emails or Text Messages,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","User ID,Email Address,Phone Number,Contacts,Purchase History,In-App Search History,Emails or Text Messages,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing,Sensitive Demographic and Biometric Information",Strongly Agree,it makes sense to me because not all of my data should be shown.,I think it is okay as it is.,Virginia,"California,Colorado,Connecticut,Florida,Indiana,Iowa,Montana,Oregon,Tennessee,Texas,Utah,Virginia",60-74,Woman,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,647660ef7bc13de7eaf0c76e,67fecb3ede31a76593440504,68027b71e7f9bbe3109bd89d,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
150,4/18/25 9:35,"Purchase History,In-App Search History,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","Purchase History,In-App Search History,Web Browsing History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen","In-App Search History,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","User ID,Purchase History,In-App Search History,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing",Strongly Agree,I don't see a valid reason why companies should have data like my phone number or demographics. I do understand them wanting my purchase history and app data though. I just don't think anything more than that is necessary.,internal software changes to anonymize the data?,illinois,,18-24,Woman,,No,White,,Bachelor's degree,,674b46b00690584bddd6e33b,67fecb3ede31a76593440504,68027ea2767285796ed81e35,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
999,4/18/25 9:35,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Physical Address,Phone Number,Precise Location,Contacts,Photos or Videos","In-App Search History,Web Browsing History,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Health,Fitness","Purchase History,In-App Search History,Web Browsing History,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","Customer Support,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing",Strongly Agree,"PII data is very critical and companies need to be limited on what they are able to access from their users. Therefore, the data minimization regulation should be enacted.",Limit themselves to what data they require or seek the consent of the user in order to access their data and specify what the data is going to be used for.,Florida,"California,Colorado,Connecticut,Indiana,Tennessee",18-24,Woman,,No,White,,Bachelor's degree,,67d58c9e0d4c550c25f03404,67fecb3ede31a76593440504,68027b47cc091f3764fe55a5,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
434,4/18/25 9:35,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Coarse Location,In-App Search History,Photos or Videos,Audio Data,Gameplay Content,Customer Support,Information about how the user Interacts with the App,Crash Data,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Name,Email Address,Coarse Location,In-App Search History,Photos or Videos,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Crash Data,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Name,Email Address,In-App Search History,Customer Support,Information about how the App is Performing","User ID,Information that uniquely Identifies your Device,Name,Email Address,Coarse Location,In-App Search History,Photos or Videos,Customer Support,Crash Data,Information about how the App is Performing",Neutral,"I agree with being protected and their being a limit to what they can do, however, I believe it should be between the user and the company, not just from the government. I'd like to know a little more before I say I strongly agree to regulation.","They will more than likely have to change their legal verbage, and possibly getting more specific consent from consumers.",California,California,45-59,Woman,,No,White,,Some college but no degree,,6643a8837540ee80f2d5be45,67fecb3ede31a76593440504,68027d86cd937dca305157c9,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
1180,4/18/25 9:35,"User ID,Information that uniquely Identifies your Device,Name,Email Address,Phone Number,Precise Location,Payment Info,Credit Score,Photos or Videos,Audio Data,Gameplay Content,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Sensitive Demographic and Biometric Information","User ID,Name,Email Address,Phone Number,Precise Location,Contacts,Payment Info,Credit Score,Photos or Videos,Audio Data,Gameplay Content,Customer Support,Emails or Text Messages,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","Photos or Videos,Gameplay Content,Customer Support,Information about how the user Interacts with the App,Information about the Advertisements the user has seen,Information about how the App is Performing","Photos or Videos,Gameplay Content,Customer Support,Information about how the user Interacts with the App,Information about how the App is Performing",Neutral,There is always a policy that guides a company some are confidential. So is natural to follow terms ,Everyone want the best so nobody is gonna accept or comply to any rules that is not favorable.,New Jersey,"California,Colorado,Connecticut,Delaware,Florida,Kentucky,New Jersey",60-74,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,66e08a06e71170843b215a3a,67fecb3ede31a76593440504,68027a980e3d8432d8611350,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
